path,name,extension,language,role,top_level_dir,size_bytes,is_binary,is_text,total_lines,code_lines,comment_lines,blank_lines,doc_lines,tracked,visible_to_git,commit_count,additions,deletions,churn,author_count,authors,last_commit_iso,coverage_percent,coverage_statements,coverage_branches,coverage_partial_branches,risk_score,risk_label,hotspot_score,size_bucket,content_sha1,notes,module_name,class_count,function_count,method_count,test_function_count,module_docstring,docstring_lines,import_count,internal_import_count,external_import_count,average_function_length,max_function_length,average_function_cc,max_function_cc,average_max_nesting,max_nesting,approx_cyclomatic_complexity,approx_halstead_volume,approx_halstead_difficulty,approx_halstead_effort,approx_maintainability_index,radon_available,radon_mi,radon_cc_average,radon_cc_max,syntax_error,internal_imports,external_imports
KNOWLEDGE_CapsuleWardrobeArchitect_v6.md,KNOWLEDGE_CapsuleWardrobeArchitect_v6.md,.md,Markdown,documentation,.,5548,False,True,134,0,0,38,96,True,True,1,134,0,134,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,0.5,Low,20.25,XS (<50),f1f6a7b89e16ba2694790b6fb960f05f477d7179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROJECT_HANDOFF_WardrobeStudio_2026-01-29.md,PROJECT_HANDOFF_WardrobeStudio_2026-01-29.md,.md,Markdown,documentation,.,9290,False,True,276,0,0,75,201,True,True,1,276,0,276,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,1.02,Low,41.55,XS (<50),51ee23ffb61387e9bd53b2991da867f7f600b19a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORKLOG_OntologyValidation_SoftMode.md,WORKLOG_OntologyValidation_SoftMode.md,.md,Markdown,documentation,.,8230,False,True,230,0,0,57,173,True,True,1,230,0,230,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,0.85,Low,34.65,XS (<50),63d877711c3e77c96b76e43adc139ec20748be0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wardrobe_Studio_Starten.bat,Wardrobe_Studio_Starten.bat,.bat,Batch,other,.,6300,False,True,78,65,6,7,0,True,True,1,78,0,78,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,1.42,Low,95.84,S (50-199),eea80c3f069cf79844dd9cfe4260ca0efba79cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beispiel bild capsuale wardrobe.png,beispiel bild capsuale wardrobe.png,.png,PNG,asset,.,1306719,True,False,0,0,0,0,0,True,True,1,0,0,0,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docs/ARCHITECTURE.md,ARCHITECTURE.md,.md,Markdown,documentation,docs,2523,False,True,72,0,0,10,62,True,True,1,72,0,72,1,Andreas Keis,2026-02-15T11:53:35+00:00,0.0,0,0,0,0.27,Low,10.95,XS (<50),ea829dc47e5be8a98e7d9b25cdda90610a82b197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docs/CHAT_HANDOFF_TEMPLATE.md,CHAT_HANDOFF_TEMPLATE.md,.md,Markdown,documentation,docs,1907,False,True,43,0,0,6,37,True,True,1,43,0,43,1,Andreas Keis,2026-02-15T11:53:35+00:00,0.0,0,0,0,0.16,Low,6.6,XS (<50),aabc221f4a3be37d5b4fd3df8c99709910126d20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docs/ENGINEERING_GUIDELINES.md,ENGINEERING_GUIDELINES.md,.md,Markdown,documentation,docs,4898,False,True,133,0,0,35,98,True,True,1,133,0,133,1,Andreas Keis,2026-02-15T16:11:55+00:00,0.0,0,0,0,0.49,Low,20.1,XS (<50),47a44ab6eef84c3b3e0ce4c1cc05facd0a55eb32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docs/ENGINEERING_MANIFEST_v2.0.md,ENGINEERING_MANIFEST_v2.0.md,.md,Markdown,documentation,docs,10186,False,True,258,0,0,60,198,True,True,1,258,0,258,1,Andreas,2026-02-21T15:18:14+00:00,0.0,0,0,0,0.96,Low,38.85,XS (<50),ddcde27590a3bafa56f372e184e8822865515152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docs/HANDOFF_MANIFEST.md,HANDOFF_MANIFEST.md,.md,Markdown,documentation,docs,1617,False,True,40,0,0,8,32,True,True,1,40,0,40,1,Andreas,2026-02-21T15:18:14+00:00,0.0,0,0,0,0.15,Low,6.15,XS (<50),c9bb6d328b9a4a7c74a70ad8220ed65c60587a74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docs/HANDOFF_RUNTIME_STATE.md,HANDOFF_RUNTIME_STATE.md,.md,Markdown,documentation,docs,673,False,True,25,0,0,6,19,True,True,1,25,0,25,1,Andreas,2026-02-21T15:18:14+00:00,0.0,0,0,0,0.09,Low,3.9,XS (<50),ef93967190c613979b79541e4074334e10a7914b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docs/PROJECT_STATE.md,PROJECT_STATE.md,.md,Markdown,documentation,docs,2939,False,True,58,0,0,8,50,True,True,1,58,0,58,1,Andreas Keis,2026-02-15T14:34:18+00:00,0.0,0,0,0,0.21,Low,8.85,XS (<50),3bcd3a393016105d3008d5932c15e42a6ac7e51b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docs/RUNBOOK.md,RUNBOOK.md,.md,Markdown,documentation,docs,2214,False,True,83,0,0,18,65,True,True,2,85,2,87,2,Andreas; Andreas Keis,2026-02-21T18:54:17+00:00,0.0,0,0,0,0.32,Low,13.2,XS (<50),5df77c3fa0e28f9b98fc26eafe4c1bd7d5c6caf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docs/WORKING_AGREEMENT.md,WORKING_AGREEMENT.md,.md,Markdown,documentation,docs,2391,False,True,60,0,0,9,51,True,True,2,60,0,60,1,Andreas Keis,2026-02-15T16:11:55+00:00,0.0,0,0,0,0.22,Low,9.15,XS (<50),bff6447c56423b1c98261125db43a7cc1dd44643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/color_lexicon.yaml,color_lexicon.yaml,.yaml,YAML,config,ontology,2854,False,True,96,85,0,11,0,True,True,2,100,4,104,2,Andreas; Andreas Keis,2026-02-21T21:16:52+00:00,0.0,0,0,0,5.03,Low,236.78,S (50-199),dc62866c4590833f5d1756777c41176b1491cdcc,missing-coverage-data; high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_overrides.yaml,ontology_overrides.yaml,.yaml,YAML,config,ontology,269,False,True,11,9,0,2,0,True,True,1,11,0,11,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,2.1,Low,14.53,XS (<50),886fcbb8cded0e834f03e4609b488722e0243812,missing-coverage-data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_part_01_overview.md,ontology_part_01_overview.md,.md,Markdown,documentation,ontology,2473,False,True,59,0,0,5,54,True,True,1,59,0,59,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,0.22,Low,9.0,XS (<50),cbb7276d188e77c919e320b2187174f8becb78aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_part_02_taxonomy.md,ontology_part_02_taxonomy.md,.md,Markdown,documentation,ontology,22814,False,True,579,0,0,63,516,True,True,3,582,3,585,2,Andreas; Andreas Keis,2026-03-01T18:41:59+00:00,0.0,0,0,0,2.17,Low,87.9,XS (<50),7010b7e5b311e358f7a83705c03283fb71fa606e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_part_03_item_types.md,ontology_part_03_item_types.md,.md,Markdown,documentation,ontology,45231,False,True,809,0,0,72,737,True,True,1,809,0,809,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,2.5,Low,121.5,XS (<50),d66a90081a8d1b2f3926afc71851d12ec9463708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_part_04_attributes_value_sets_core.md,ontology_part_04_attributes_value_sets_core.md,.md,Markdown,documentation,ontology,34992,False,True,1121,0,0,80,1041,True,True,1,1121,0,1121,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,2.5,Low,168.3,XS (<50),21a86a729a289031956ad70ee8a1f662ca0e1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_part_05_materials_sustainability_certifications.md,ontology_part_05_materials_sustainability_certifications.md,.md,Markdown,documentation,ontology,12830,False,True,259,0,0,27,232,True,True,1,259,0,259,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,0.96,Low,39.0,XS (<50),27aac166e130a337afa9db3b3e0dafe3f77129e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_part_06_fits_cuts_collars_sizes.md,ontology_part_06_fits_cuts_collars_sizes.md,.md,Markdown,documentation,ontology,29768,False,True,768,0,0,70,698,True,True,1,768,0,768,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,2.5,Low,115.35,XS (<50),044cf249eb5520ebe35aa0b1c2f1971491578251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_part_07_brands_shops.md,ontology_part_07_brands_shops.md,.md,Markdown,documentation,ontology,34571,False,True,582,0,0,43,539,True,True,1,582,0,582,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,2.16,Low,87.45,XS (<50),43319ceaff8113e3e15d1ae45719babab850f8f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_part_08_rules_disambiguation.md,ontology_part_08_rules_disambiguation.md,.md,Markdown,documentation,ontology,27039,False,True,866,0,0,60,806,True,True,1,866,0,866,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,2.5,Low,130.05,XS (<50),d75210b5f978a52d1c2e6771fff461282751e931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontology/ontology_part_09_qa_glossary_ambiguities.md,ontology_part_09_qa_glossary_ambiguities.md,.md,Markdown,documentation,ontology,9468,False,True,211,0,0,7,204,True,True,1,211,0,211,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,0.78,Low,31.8,XS (<50),8373eb6ace66d78ec95fc0e3440238bc6a051379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pytest.ini,pytest.ini,.ini,INI,config,.,208,False,True,13,13,0,0,0,True,True,1,13,0,13,1,Andreas,2026-03-01T16:29:09+00:00,0.0,0,0,0,2.21,Low,19.14,XS (<50),32c7874d0244d5c4cfb954ed2ab5b71a4dfb132b,missing-coverage-data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requirements.txt,requirements.txt,.txt,Text,documentation,.,493,False,True,29,0,0,0,29,True,True,2,0,0,0,2,Karen; Andreas Keis,2026-03-01T20:02:45+00:00,0.0,0,0,0,0.0,Low,0.15,XS (<50),f4f9db05ced1ecd7e234a81f7e65fbd0ece6e18d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
src/__init__.py,__init__.py,.py,Python,application,src,0,False,True,0,0,0,0,0,True,True,1,0,0,0,1,Andreas Keis,2026-02-15T10:25:34+00:00,100.0,0,0,0,5.0,Low,1.0,XS (<50),da39a3ee5e6b4b0d3255bfef95601890afd80709,missing-coverage-data,src,0,0,0,0,False,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,99.87,True,100.0,,,,,
src/api_main.py,api_main.py,.py,Python,application,src,7121,False,True,212,157,9,46,0,True,True,4,266,54,320,2,Andreas; Andreas Keis,2026-02-21T23:29:23+00:00,70.76923076923077,116,14,5,29.14,Low,7816.96,S (50-199),161b747db41a5560733b3488ae85ed6ce1e3e373,high-churn,src.api_main,0,9,0,0,False,10,19,5,13,14,41,2.33,8,0.78,4,21,3734.73,15.91,59411.62,24.26,True,60.16,2.33,8,,src; src.db_schema; src.error_contract; src.logging_config; src.web_dashboard,__future__; a2wsgi; contextlib; fastapi; fastapi.exceptions; fastapi.responses; importlib; logging; pathlib; starlette.exceptions; time; typing; uuid
src/api_v2.py,api_v2.py,.py,Python,application,src,38176,False,True,1154,929,27,198,0,True,True,8,1550,396,1946,2,Andreas; Andreas Keis,2026-02-22T17:25:22+00:00,54.81927710843374,662,168,47,83.77,Critical,132689.65,L (500-999),254c2ae3d18ca6e8a23cbdeea0f0a1205507de91,large-file; low-maintainability; high-complexity-function; low-coverage; high-churn,src.api_v2,8,30,0,0,False,4,20,3,16,31.77,203,6.93,43,1.4,6,208,30597.68,35.7,1092266.02,0.0,True,1.14,5.91,43,,src; src.error_contract; src.ontology_runtime,PIL; __future__; base64; fastapi; inspect; io; logging; os; pathlib; pydantic; re; shutil; sqlite3; stat; time; typing
src/category_map.py,category_map.py,.py,Python,application,src,10940,False,True,364,273,38,53,0,True,True,1,364,0,364,1,Andreas,2026-03-01T16:22:46+00:00,59.905660377358494,128,84,32,63.08,High,39307.83,M (200-499),d0bdf355947779a1310ea1e47ce9aef47957a8ec,low-maintainability; high-complexity-function; low-coverage; high-churn,src.category_map,0,7,0,0,False,0,3,0,3,24.14,114,12.14,65,0.86,2,85,7365.61,17.05,125580.75,8.35,True,40.58,12.29,65,,,__future__; re; typing
src/check_db.py,check_db.py,.py,Python,application,src,1908,False,True,57,40,5,12,0,True,True,1,57,0,57,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,39,8,0,24.93,Low,2502.04,XS (<50),3ce00d56b36ddbc14083afae2c3de43248c5d532,low-coverage,src.check_db,0,1,0,0,False,0,2,0,2,47,47,7,7,2,2,7,1233.37,10.38,12802.68,42.47,True,69.31,7,7,,,os; sqlite3
src/database_manager.py,database_manager.py,.py,Python,application,src,1451,False,True,48,41,0,7,0,True,True,1,48,0,48,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,23,4,0,17.68,Low,1063.55,XS (<50),8013579a6186b830bd3ab767fe56fbdcf78b299a,low-coverage,src.database_manager,0,1,0,0,False,0,2,0,2,39,39,3,3,2,2,3,480.97,5.73,2754.66,45.64,True,65.02,3,3,,,os; sqlite3
src/db_schema.py,db_schema.py,.py,Python,application,src,6620,False,True,199,154,9,36,0,True,True,4,242,43,285,1,Andreas,2026-02-22T17:25:22+00:00,82.3529411764706,69,16,2,34.4,Low,13897.78,S (50-199),15450db09f05d7a636a4a3d720a44fb025a82359,high-churn,src.db_schema,0,3,0,0,False,8,7,1,6,31,86,6,15,1.67,5,18,2575.14,11.85,30524.03,25.98,True,58.95,5.67,14,,src,__future__; logging; pathlib; sqlite3; time; typing
src/error_contract.py,error_contract.py,.py,Python,application,src,2305,False,True,84,71,1,12,0,True,True,1,84,0,84,1,Andreas,2026-02-21T23:29:23+00:00,66.0,34,16,5,14.76,Low,2104.54,S (50-199),c766824735bacecede89ebb6f7aa0acf05a173bb,low-coverage,src.error_contract,0,4,0,0,False,15,2,0,2,18,21,3,3,1.5,2,12,1000.9,7.23,7239.88,36.99,True,77.31,3,3,,,__future__; typing
src/export_db.py,export_db.py,.py,Python,application,src,954,False,True,32,22,2,8,0,True,True,1,32,0,32,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,22,4,0,15.85,Low,605.22,XS (<50),940fc593caad8deadf612f1a200eed9621603234,low-coverage,src.export_db,0,1,0,0,False,0,3,0,3,20,20,3,3,1,1,3,621.35,6.82,4236.46,50.75,True,79.82,3,3,,,json; os; sqlite3
src/ingest_wardrobe.py,ingest_wardrobe.py,.py,Python,application,src,26571,False,True,682,565,20,97,0,True,True,3,894,212,1106,2,Andreas; Andreas Keis,2026-02-22T14:18:16+00:00,0.0,391,82,0,79.6,Critical,59641.88,L (500-999),490215443f3ec74482e9bb1a86ed58d0ca8f0b7e,large-file; low-maintainability; high-complexity-function; low-coverage; high-churn,src.ingest_wardrobe,1,21,0,0,False,9,23,3,20,29,297,5.1,52,1.43,9,107,16775.96,26.65,447145.51,0.0,True,23.81,4.89,46,,src; src.db_schema; src.run_registry,PIL; __future__; argparse; base64; dataclasses; gc; hashlib; inspect; io; json; logging; openai; os; pathlib; shutil; sqlite3; stat; sys; time; typing
src/init_project.py,init_project.py,.py,Python,application,src,1644,False,True,49,40,4,5,0,True,True,1,49,0,49,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,20,6,0,15.91,Low,808.85,XS (<50),9fdcfa1a274928aa3b74f07aea5b99fedb0abf4e,low-coverage,src.init_project,0,2,0,0,False,0,3,0,3,19.5,27,2,2,1,1,4,520.32,3.98,2070.67,45.5,True,85.9,2,2,,,json; models; os
src/logging_config.py,logging_config.py,.py,Python,application,src,2614,False,True,79,56,7,16,0,True,True,1,79,0,79,1,Andreas Keis,2026-02-15T10:25:34+00:00,81.81818181818181,45,10,2,12.68,Low,2029.2,S (50-199),ba9f1b08574e5da4eb5d079d5e9d465fec0824df,,src.logging_config,1,1,1,0,False,6,6,0,6,31.5,60,4,7,2,4,8,1290.96,9.26,11960.35,39.01,True,76.1,3.33,7,,,__future__; contextvars; logging; logging.handlers; os; pathlib
src/logging_utils.py,logging_utils.py,.py,Python,application,src,911,False,True,33,21,4,8,0,True,True,1,33,0,33,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,11,0,0,12.67,Low,307.6,XS (<50),04e07d6e369dcef0caca9d28746c83cb65fc670d,low-coverage,src.logging_utils,0,3,0,0,False,10,5,1,4,5.33,6,1,1,0,0,3,106.2,1.24,131.19,56.57,True,100.0,1,1,,src.logging_config,__future__; logging; pathlib; typing
src/models.py,models.py,.py,Python,application,src,1071,False,True,29,25,0,4,0,True,True,1,29,0,29,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,25,0,0,12.45,Low,285.29,XS (<50),f799ac7e0a0cf90ff9affccc3b739c50c7bb8f4e,low-coverage,src.models,4,0,0,0,False,0,3,0,3,0.0,0,0.0,0,0.0,0,1,474.52,1.62,771.1,50.63,True,100.0,1,1,,,datetime; pydantic; typing
src/ontology_runtime.py,ontology_runtime.py,.py,Python,application,src,17673,False,True,465,385,12,68,0,True,True,1,465,0,465,1,Andreas Keis,2026-02-15T10:25:34+00:00,59.119496855345915,329,148,28,82.8,Critical,47268.73,M (200-499),910fa8bc427109388b1567f389d6cb948a1e924c,low-maintainability; high-complexity-function; low-coverage; high-churn,src.ontology_runtime,3,2,10,0,False,0,10,1,9,34.25,134,11.75,60,2.08,8,141,14880.1,36.25,539363.17,0.0,True,12.13,10.8,61,,src,__future__; dataclasses; difflib; logging; pathlib; re; sqlite3; typing; yaml
src/reset_folders.py,reset_folders.py,.py,Python,application,src,2047,False,True,58,43,4,11,0,True,True,1,58,0,58,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,39,12,0,22.54,Low,2106.13,XS (<50),80adc030a1b745b422212dff05ee3cbf8ffb2540,low-coverage,src.reset_folders,0,2,0,0,False,4,4,0,4,21.5,36,5,9,2.5,5,10,1077.71,11.21,12078.48,41.79,True,79.7,5.5,10,,,os; shutil; stat; time
src/run_registry.py,run_registry.py,.py,Python,application,src,11211,False,True,375,311,6,58,0,True,True,3,391,16,407,1,Andreas,2026-02-22T16:58:17+00:00,71.20622568093385,211,46,10,55.52,High,15727.82,M (200-499),2f1f0123b004c4b0e15060da2a78a75fba1207bf,low-maintainability; high-complexity-function; high-churn,src.run_registry,1,15,5,0,False,8,12,2,10,14.8,55,3.9,21,1.1,3,78,8211.19,29.85,245117.71,7.72,True,33.38,3.65,22,,src; src.db_schema,__future__; contextlib; dataclasses; datetime; json; re; sqlite3; time; typing; uuid
src/server_entry.py,server_entry.py,.py,Python,application,src,1456,False,True,53,37,4,12,0,True,True,2,53,0,53,2,Andreas; Andreas Keis,2026-02-21T14:06:28+00:00,0.0,24,4,0,15.32,Low,713.53,XS (<50),777f6387cc2f1f0b01c354fd4a4e1ce4473e2756,low-coverage,src.server_entry,0,2,0,0,False,4,8,1,6,16,23,1.5,2,0.5,1,3,564.08,4.13,2328.47,46.12,True,84.9,1.5,2,,src.logging_config,__future__; dotenv; os; pathlib; sys; uvicorn
src/settings.py,settings.py,.py,Python,application,src,5370,False,True,141,97,13,31,0,True,True,3,190,49,239,2,Andreas; Andreas Keis,2026-02-21T21:47:16+00:00,96.61016949152543,55,4,1,18.41,Low,4550.39,S (50-199),fdd2524444ccfaac2d3f2a93355b240a14935d34,high-churn,src.settings,0,7,0,0,False,10,5,0,5,15.57,81,1.71,4,0.29,1,12,2917.7,10.27,29955.1,30.78,True,68.69,1.86,4,,,__future__; dotenv; os; pathlib; typing
src/update_db_schema.py,update_db_schema.py,.py,Python,application,src,1897,False,True,56,41,1,14,0,True,True,1,56,0,56,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,40,10,0,17.11,Low,1082.54,XS (<50),dfcad1e21a1da089e26aedfca33de71c061d6506,low-coverage,src.update_db_schema,0,4,0,0,False,0,3,0,3,10.75,34,2.5,5,0.25,1,10,1137.95,8.93,10160.24,42.07,True,60.47,2.5,5,,,os; pathlib; sqlite3
src/wardrobe_stylist.py,wardrobe_stylist.py,.py,Python,application,src,1920,False,True,57,44,1,12,0,True,True,1,57,0,57,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,35,6,0,16.46,Low,961.1,XS (<50),664be7346a886ee72f3c2f5f97887596862e147a,low-coverage,src.wardrobe_stylist,0,2,0,0,False,1,3,0,3,18,24,2,2,1,1,4,934.56,7.15,6684.7,42.81,True,61.05,2,2,,,json; requests; sqlite3
src/web_dashboard.py,web_dashboard.py,.py,Python,application,src,19292,False,True,611,464,23,124,0,True,True,8,868,257,1125,2,Andreas; Andreas Keis,2026-03-01T17:25:42+00:00,49.629629629629626,323,82,12,75.8,Critical,69468.27,M (200-499),27b03fba7b748c064e55184d51c149aa2db58bed,low-maintainability; high-complexity-function; low-coverage; high-churn,src.web_dashboard,0,23,0,0,False,29,14,2,11,22.26,135,5.78,30,1.09,3,133,15129.18,32.17,486640.5,0.0,True,25.78,5.96,34,,src; src.db_schema,__future__; flask; html; json; logging; pathlib; sqlite3; typing; urllib.error; urllib.parse; urllib.request
templates/admin_item_edit.html,admin_item_edit.html,.html,HTML,template,templates,7580,False,True,192,167,0,25,0,True,True,5,318,126,444,1,Andreas,2026-03-01T16:29:09+00:00,0.0,0,0,0,26.48,Low,2470.04,S (50-199),8025b7b1ad5d8388fefe80a8ca78af3fcf06c136,missing-coverage-data; high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
templates/index.html,index.html,.html,HTML,template,templates,16796,False,True,420,369,4,47,0,True,True,6,553,133,686,2,Andreas; Andreas Keis,2026-03-01T16:29:09+00:00,0.0,0,0,0,40.51,Moderate,4397.8,M (200-499),fc151a13ad34bd8720e78fdb3725edb67e82cced,missing-coverage-data; high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
templates/item_detail.html,item_detail.html,.html,HTML,template,templates,4976,False,True,148,128,0,20,0,True,True,5,243,95,338,2,Andreas; Andreas Keis,2026-03-01T16:29:09+00:00,0.0,0,0,0,19.39,Low,1785.44,S (50-199),dddfaf0cbcf628d30b3031bd91f6baaaf5999414,missing-coverage-data; high-churn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
test.png,test.png,.png,PNG,asset,.,1306719,True,False,0,0,0,0,0,True,True,1,0,0,0,1,Andreas Keis,2026-02-15T10:25:34+00:00,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
